Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,Iran,Household,Offline,L,4/19/14,668362987,5/13/14,2315,668.27,502.54,1547045.05,1163380.1,383664.95
Sub-Saharan Africa,Ghana,Household,Online,M,2/26/13,607080304,4/5/13,7408,668.27,502.54,4950544.16,3722816.32,1227727.84
Sub-Saharan Africa,Malawi,Baby Food,Online,M,12/28/11,792729079,1/17/12,5006,255.28,159.42,1277931.68,798056.52,479875.16
Sub-Saharan Africa,Zimbabwe,Baby Food,Offline,M,8/21/14,308170640,10/10/14,3395,255.28,159.42,866675.6,541230.9,325444.7
Asia,Tajikistan,Vegetables,Online,H,8/21/14,106578814,10/2/14,7894,154.06,90.93,1216149.64,717801.42,498348.22
Europe,Czech Republic,Cereal,Online,H,3/2/14,761439931,3/28/14,5851,205.7,117.11,1203550.7,685210.61,518340.09
Sub-Saharan Africa,Mauritius ,Household,Online,L,9/6/12,216552817,9/27/12,1646,668.27,502.54,1099972.42,827180.84,272791.58
Sub-Saharan Africa,Lesotho,Fruits,Online,H,9/16/10,536028802,9/22/10,1689,9.33,6.92,15758.37,11687.88,4070.49
Sub-Saharan Africa,Mali,Beverages,Online,L,8/13/13,254291713,8/15/13,9424,47.45,31.79,447168.8,299588.96,147579.84
Europe,Georgia,Personal Care,Online,C,9/11/12,226077878,10/23/12,323,81.73,56.67,26398.79,18304.41,8094.38
Europe,Albania,Office Supplies,Offline,M,8/31/11,476436126,10/15/11,6892,651.21,524.96,4488139.32,3618024.32,870115
Europe,Cyprus,Cosmetics,Offline,L,4/21/15,650727784,6/6/15,3667,437.2,263.33,1603212.4,965631.11,637581.29
Central America and the Caribbean,Saint Kitts and Nevis ,Household,Offline,C,7/11/10,464626681,7/27/10,2215,668.27,502.54,1480218.05,1113126.1,367091.95
Middle East and North Africa,Tunisia ,Meat,Offline,C,8/9/15,154119145,9/21/15,6135,421.89,364.69,2588295.15,2237373.15,350922
Central America and the Caribbean,Cuba,Meat,Online,M,10/17/15,925504004,12/6/15,6057,421.89,364.69,2555387.73,2208927.33,346460.4
Australia and Oceania,Kiribati,Cereal,Offline,L,7/24/12,905392587,8/16/12,4641,205.7,117.11,954653.7,543507.51,411146.19
Asia,Cambodia,Snacks,Online,C,3/25/12,990708720,5/4/12,1581,152.58,97.44,241228.98,154052.64,87176.34
Europe,Moldova ,Baby Food,Online,M,8/11/14,798688733,9/18/14,8600,255.28,159.42,2195408,1371012,824396
Asia,Uzbekistan,Cereal,Offline,C,10/15/16,916881453,11/28/16,4452,205.7,117.11,915776.4,521373.72,394402.68
Asia,India,Cosmetics,Offline,L,12/3/16,653148210,1/21/17,9924,437.2,263.33,4338772.8,2613286.92,1725485.88
Europe,Germany,Personal Care,Offline,C,6/12/10,285662829,7/13/10,2834,81.73,56.67,231622.82,160602.78,71020.04
Europe,Austria,Vegetables,Online,C,7/29/16,612911641,8/31/16,3030,154.06,90.93,466801.8,275517.9,191283.9
Europe,Germany,Office Supplies,Offline,L,12/9/13,703693473,1/12/14,7391,651.21,524.96,4813093.11,3879979.36,933113.75
Asia,Bhutan,Clothes,Online,M,7/12/12,147119653,8/9/12,4829,109.28,35.84,527713.12,173071.36,354641.76
Asia,Kyrgyzstan,Fruits,Online,C,1/14/12,402614009,3/2/12,1287,9.33,6.92,12007.71,8906.04,3101.67
Middle East and North Africa,Somalia,Personal Care,Online,C,3/20/13,749912869,4/25/13,4738,81.73,56.67,387236.74,268502.46,118734.28
Central America and the Caribbean,Saint Lucia,Household,Online,H,2/10/14,539065062,3/10/14,186,668.27,502.54,124298.22,93472.44,30825.78
Europe,Armenia,Snacks,Offline,H,10/26/13,540431916,11/15/13,4668,152.58,97.44,712243.44,454849.92,257393.52
North America,Canada,Beverages,Online,C,4/16/16,694687259,6/2/16,2252,47.45,31.79,106857.4,71591.08,35266.32
Sub-Saharan Africa,Burundi,Cosmetics,Offline,H,5/27/11,562817418,6/2/11,9036,437.2,263.33,3950539.2,2379449.88,1571089.32
Europe,Liechtenstein,Cereal,Online,L,8/4/16,676121222,9/9/16,8149,205.7,117.11,1676249.3,954329.39,721919.91
Middle East and North Africa,Tunisia ,Snacks,Offline,L,7/3/12,286210000,8/5/12,4754,152.58,97.44,725365.32,463229.76,262135.56
Middle East and North Africa,Iraq,Beverages,Online,L,12/4/14,515007579,1/11/15,1042,47.45,31.79,49442.9,33125.18,16317.72
Asia,Indonesia,Cosmetics,Offline,C,5/31/10,304750287,6/1/10,1237,437.2,263.33,540816.4,325739.21,215077.19
Asia,Kazakhstan,Beverages,Online,H,2/5/13,467986953,2/17/13,6594,47.45,31.79,312885.3,209623.26,103262.04
Europe,Denmark,Beverages,Offline,C,6/15/15,537578904,7/9/15,399,47.45,31.79,18932.55,12684.21,6248.34
Europe,Luxembourg,Vegetables,Offline,L,10/21/14,116699969,11/18/14,2969,154.06,90.93,457404.14,269971.17,187432.97
Sub-Saharan Africa,Cape Verde,Snacks,Offline,C,2/13/17,228836476,3/13/17,6653,152.58,97.44,1015114.74,648268.32,366846.42
Australia and Oceania,Palau,Vegetables,Offline,C,6/29/10,167787253,7/16/10,832,154.06,90.93,128177.92,75653.76,52524.16
Australia and Oceania,Australia,Vegetables,Online,M,5/19/14,647663629,5/20/14,6915,154.06,90.93,1065324.9,628780.95,436543.95
Central America and the Caribbean,Nicaragua,Meat,Offline,L,3/21/15,652889430,4/15/15,3346,421.89,364.69,1411643.94,1220252.74,191391.2
Asia,Laos,Office Supplies,Offline,M,8/31/15,588200986,10/15/15,598,651.21,524.96,389423.58,313926.08,75497.5
Central America and the Caribbean,Cuba,Personal Care,Online,L,8/23/15,928647124,8/30/15,6176,81.73,56.67,504764.48,349993.92,154770.56
Europe,Moldova ,Cosmetics,Offline,L,2/24/16,869589173,3/17/16,9615,437.2,263.33,4203678,2531917.95,1671760.05
Middle East and North Africa,Syria,Household,Online,C,6/17/15,576700961,7/23/15,7485,668.27,502.54,5002000.95,3761511.9,1240489.05
Central America and the Caribbean,The Bahamas,Cereal,Offline,M,11/27/12,735968816,12/6/12,8382,205.7,117.11,1724177.4,981616.02,742561.38
Europe,Belarus,Snacks,Offline,M,9/7/12,303691565,10/19/12,7938,152.58,97.44,1211180.04,773478.72,437701.32
Middle East and North Africa,United Arab Emirates,Clothes,Offline,C,6/23/12,556480538,8/7/12,3812,109.28,35.84,416575.36,136622.08,279953.28
Sub-Saharan Africa,Angola,Beverages,Offline,H,10/23/14,141259562,11/11/14,698,47.45,31.79,33120.1,22189.42,10930.68
Central America and the Caribbean,Cuba,Cosmetics,Offline,C,9/18/15,925264966,10/18/15,5320,437.2,263.33,2325904,1400915.6,924988.4
Europe,Ukraine,Office Supplies,Online,H,1/24/16,346045577,2/20/16,1431,651.21,524.96,931881.51,751217.76,180663.75
Sub-Saharan Africa,Mozambique,Fruits,Offline,H,3/23/10,861462724,4/19/10,4818,9.33,6.92,44951.94,33340.56,11611.38
Europe,Armenia,Personal Care,Online,M,7/26/12,499690234,8/28/12,8299,81.73,56.67,678277.27,470304.33,207972.94
North America,Greenland,Clothes,Online,H,10/20/15,509214437,11/2/15,6722,109.28,35.84,734580.16,240916.48,493663.68
Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,Online,M,6/27/17,408834159,7/18/17,1968,651.21,524.96,1281581.28,1033121.28,248460
Europe,Vatican City,Beverages,Offline,M,4/4/16,237660729,4/30/16,7946,47.45,31.79,377037.7,252603.34,124434.36
Europe,Ukraine,Clothes,Online,C,8/5/15,105117976,9/9/15,5600,109.28,35.84,611968,200704,411264
Sub-Saharan Africa,Niger,Cereal,Offline,L,6/16/12,640942227,7/4/12,7903,205.7,117.11,1625647.1,925520.33,700126.77
Asia,Myanmar,Cosmetics,Online,L,4/3/16,745182311,5/5/16,4860,437.2,263.33,2124792,1279783.8,845008.2
Sub-Saharan Africa,Guinea,Baby Food,Offline,C,9/21/14,738199555,9/21/14,8508,255.28,159.42,2171922.24,1356345.36,815576.88
Sub-Saharan Africa,Guinea-Bissau,Snacks,Online,L,8/8/15,110667788,9/10/15,7913,152.58,97.44,1207365.54,771042.72,436322.82
Sub-Saharan Africa,South Sudan,Office Supplies,Online,C,7/19/12,673573338,7/20/12,4174,651.21,524.96,2718150.54,2191183.04,526967.5
Middle East and North Africa,Turkey,Snacks,Offline,H,8/26/11,708215034,9/13/11,5421,152.58,97.44,827136.18,528222.24,298913.94
Australia and Oceania,Palau,Household,Online,M,6/23/12,816204202,7/1/12,1816,668.27,502.54,1213578.32,912612.64,300965.68
Europe,Poland,Beverages,Offline,L,11/20/11,769464671,12/24/11,550,47.45,31.79,26097.5,17484.5,8613
Asia,Malaysia,Beverages,Offline,L,5/13/15,860232770,6/4/15,848,47.45,31.79,40237.6,26957.92,13279.68
North America,United States of America,Personal Care,Offline,C,7/16/10,551057326,8/22/10,8963,81.73,56.67,732545.99,507933.21,224612.78
Europe,Switzerland,Cosmetics,Online,C,5/21/16,724799668,5/27/16,3183,437.2,263.33,1391607.6,838179.39,553428.21
Australia and Oceania,Papua New Guinea,Cosmetics,Offline,H,4/22/11,534633624,6/8/11,8825,437.2,263.33,3858290,2323887.25,1534402.75
Sub-Saharan Africa,Namibia,Beverages,Offline,H,8/14/12,554045522,9/20/12,3237,47.45,31.79,153595.65,102904.23,50691.42
Europe,Ireland,Clothes,Online,C,3/17/12,526834189,5/2/12,799,109.28,35.84,87314.72,28636.16,58678.56
Sub-Saharan Africa,Mozambique,Household,Online,C,8/6/10,717110955,8/9/10,7922,668.27,502.54,5294034.94,3981121.88,1312913.06
Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,Offline,L,2/25/13,559299647,3/26/13,8049,255.28,159.42,2054748.72,1283171.58,771577.14
North America,United States of America,Meat,Online,M,3/6/11,908136594,3/10/11,6654,421.89,364.69,2807256.06,2426647.26,380608.8
Middle East and North Africa,Azerbaijan,Office Supplies,Offline,M,12/14/15,888670623,12/16/15,6240,651.21,524.96,4063550.4,3275750.4,787800
Europe,Belgium,Office Supplies,Offline,C,2/10/17,146263062,2/16/17,1345,651.21,524.96,875877.45,706071.2,169806.25
Asia,Taiwan,Office Supplies,Offline,L,9/20/16,196587741,10/28/16,3536,651.21,524.96,2302678.56,1856258.56,446420
Central America and the Caribbean,Panama,Baby Food,Online,M,4/30/10,375630986,6/2/10,6411,255.28,159.42,1636600.08,1022041.62,614558.46
Europe,Andorra,Beverages,Offline,H,6/25/13,989691627,7/10/13,600,47.45,31.79,28470,19074,9396
Europe,Georgia,Household,Offline,H,7/4/12,165380990,7/27/12,8765,668.27,502.54,5857386.55,4404763.1,1452623.45
Central America and the Caribbean,Barbados,Snacks,Online,C,9/21/13,599622905,10/22/13,597,152.58,97.44,91090.26,58171.68,32918.58
Europe,Sweden,Personal Care,Offline,C,12/8/16,109653699,1/6/17,7821,81.73,56.67,639210.33,443216.07,195994.26
Middle East and North Africa,Algeria,Meat,Offline,M,9/2/11,183022201,10/15/11,9191,421.89,364.69,3877590.99,3351865.79,525725.2
Europe,Italy,Personal Care,Online,L,3/21/11,127589738,4/2/11,5494,81.73,56.67,449024.62,311344.98,137679.64
Europe,Russia,Fruits,Offline,L,1/8/11,221530139,1/26/11,4546,9.33,6.92,42414.18,31458.32,10955.86
Central America and the Caribbean,Antigua and Barbuda ,Office Supplies,Offline,M,2/22/15,363329732,2/22/15,6197,651.21,524.96,4035548.37,3253177.12,782371.25
Middle East and North Africa,Jordan,Fruits,Online,C,5/15/17,521787345,6/25/17,7325,9.33,6.92,68342.25,50689,17653.25
Sub-Saharan Africa,Mali,Meat,Online,L,7/14/12,286014306,8/15/12,6844,421.89,364.69,2887415.16,2495938.36,391476.8
Middle East and North Africa,Somalia,Cereal,Offline,C,6/25/15,215434443,6/30/15,694,205.7,117.11,142755.8,81274.34,61481.46
Middle East and North Africa,Kuwait,Snacks,Online,L,10/26/11,489784085,11/1/11,6850,152.58,97.44,1045173,667464,377709
Sub-Saharan Africa,Liberia,Office Supplies,Offline,C,9/24/14,459112060,10/12/14,316,651.21,524.96,205782.36,165887.36,39895
Asia,China,Office Supplies,Online,C,9/30/15,893779695,11/7/15,8128,651.21,524.96,5293034.88,4266874.88,1026160
Europe,Andorra,Meat,Offline,M,3/31/11,834460818,3/31/11,4355,421.89,364.69,1837330.95,1588224.95,249106
Sub-Saharan Africa,Niger,Beverages,Online,C,10/25/13,742141759,10/28/13,5093,47.45,31.79,241662.85,161906.47,79756.38
Europe,Hungary,Vegetables,Offline,M,8/12/10,248121345,9/14/10,3475,154.06,90.93,535358.5,315981.75,219376.75
Europe,Monaco,Clothes,Offline,M,7/26/12,404010903,9/4/12,4659,109.28,35.84,509135.52,166978.56,342156.96
Australia and Oceania,Tuvalu,Household,Online,L,9/30/12,531734263,10/12/12,840,668.27,502.54,561346.8,422133.6,139213.2
Sub-Saharan Africa,South Sudan,Baby Food,Online,C,11/9/12,473527753,12/29/12,6240,255.28,159.42,1592947.2,994780.8,598166.4
Europe,Cyprus,Cereal,Offline,M,11/19/11,141940200,1/2/12,2114,205.7,117.11,434849.8,247570.54,187279.26
Europe,Poland,Household,Offline,M,6/9/17,869832932,7/25/17,1749,668.27,502.54,1168804.23,878942.46,289861.77
Sub-Saharan Africa,Liberia,Snacks,Online,H,9/17/11,460379779,11/4/11,5462,152.58,97.44,833391.96,532217.28,301174.68
Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Online,C,10/23/15,837067067,10/26/15,5602,154.06,90.93,863044.12,509389.86,353654.26
Asia,Kyrgyzstan,Beverages,Online,C,4/3/10,393693625,4/9/10,1547,47.45,31.79,73405.15,49179.13,24226.02
Europe,Slovakia,Vegetables,Offline,L,7/3/14,744370782,7/14/14,4711,154.06,90.93,725776.66,428371.23,297405.43
Asia,Malaysia,Cosmetics,Offline,M,12/30/14,873522365,1/13/15,3534,437.2,263.33,1545064.8,930608.22,614456.58
Sub-Saharan Africa,Liberia,Beverages,Online,L,5/19/14,285884702,6/10/14,8491,47.45,31.79,402897.95,269928.89,132969.06
Australia and Oceania,Vanuatu,Cosmetics,Online,H,8/4/12,356506621,9/3/12,7086,437.2,263.33,3097999.2,1865956.38,1232042.82
Australia and Oceania,Kiribati,Baby Food,Offline,L,8/15/10,280749452,10/1/10,8856,255.28,159.42,2260759.68,1411823.52,848936.16
Middle East and North Africa,Turkey,Baby Food,Online,M,4/26/14,224287021,5/17/14,368,255.28,159.42,93943.04,58666.56,35276.48
Europe,San Marino,Fruits,Offline,M,6/10/15,873105657,6/23/15,221,9.33,6.92,2061.93,1529.32,532.61
Europe,Vatican City,Snacks,Offline,C,8/12/10,283504188,9/2/10,4044,152.58,97.44,617033.52,394047.36,222986.16
Middle East and North Africa,Morocco,Beverages,Offline,C,8/28/12,632093942,9/5/12,9499,47.45,31.79,450727.55,301973.21,148754.34
Sub-Saharan Africa,Equatorial Guinea,Meat,Offline,L,7/15/16,565798747,8/9/16,1277,421.89,364.69,538753.53,465709.13,73044.4
Middle East and North Africa,Jordan,Vegetables,Online,M,9/14/10,151854932,10/19/10,6104,154.06,90.93,940382.24,555036.72,385345.52
Asia,Kyrgyzstan,Vegetables,Online,H,3/7/11,427811324,4/16/11,7733,154.06,90.93,1191345.98,703161.69,488184.29
Sub-Saharan Africa,Republic of the Congo,Fruits,Online,L,4/30/12,251529252,5/5/12,1950,9.33,6.92,18193.5,13494,4699.5
Australia and Oceania,East Timor,Snacks,Offline,C,5/18/13,351182544,6/22/13,1574,152.58,97.44,240160.92,153370.56,86790.36
Europe,Estonia,Meat,Offline,H,8/10/14,175257527,9/25/14,1452,421.89,364.69,612584.28,529529.88,83054.4
Asia,Bangladesh,Snacks,Online,H,7/31/13,142553031,9/11/13,3465,152.58,97.44,528689.7,337629.6,191060.1
Sub-Saharan Africa,Senegal,Fruits,Offline,H,7/2/16,292180383,8/15/16,1523,9.33,6.92,14209.59,10539.16,3670.43
Middle East and North Africa,Pakistan,Fruits,Offline,L,9/13/11,733563411,9/20/11,6569,9.33,6.92,61288.77,45457.48,15831.29
Europe,Czech Republic,Beverages,Online,H,4/18/11,296438443,4/19/11,1578,47.45,31.79,74876.1,50164.62,24711.48
Sub-Saharan Africa,Ghana,Meat,Offline,C,2/9/17,580854308,3/18/17,6552,421.89,364.69,2764223.28,2389448.88,374774.4
Asia,Japan,Cosmetics,Offline,H,11/20/16,107172334,12/23/16,3530,437.2,263.33,1543316,929554.9,613761.1
Asia,Kazakhstan,Baby Food,Offline,H,10/16/10,166066348,12/5/10,1578,255.28,159.42,402831.84,251564.76,151267.08
Central America and the Caribbean,The Bahamas,Snacks,Offline,H,3/15/15,768522679,3/27/15,1794,152.58,97.44,273728.52,174807.36,98921.16
Sub-Saharan Africa,Ethiopia,Household,Online,M,6/25/13,195840156,7/25/13,2309,668.27,502.54,1543035.43,1160364.86,382670.57
Sub-Saharan Africa,Burkina Faso,Cosmetics,Offline,L,10/11/12,849630105,11/9/12,3284,437.2,263.33,1435764.8,864775.72,570989.08
Sub-Saharan Africa,Madagascar,Fruits,Offline,M,7/8/17,701816356,7/30/17,1910,9.33,6.92,17820.3,13217.2,4603.1
Europe,Netherlands,Office Supplies,Online,M,6/22/10,944635236,7/27/10,7413,651.21,524.96,4827419.73,3891528.48,935891.25
Europe,Greece,Vegetables,Online,L,2/17/17,140635573,3/21/17,6046,154.06,90.93,931446.76,549762.78,381683.98
Middle East and North Africa,Egypt,Meat,Online,C,1/14/11,972678697,2/25/11,6096,421.89,364.69,2571841.44,2223150.24,348691.2
Sub-Saharan Africa,South Sudan,Fruits,Online,M,1/9/16,793938434,2/8/16,2880,9.33,6.92,26870.4,19929.6,6940.8
Europe,Kosovo,Baby Food,Online,L,7/18/11,177901113,8/13/11,3747,255.28,159.42,956534.16,597346.74,359187.42
Asia,Brunei,Beverages,Online,L,3/16/12,668365561,5/4/12,3077,47.45,31.79,146003.65,97817.83,48185.82
Australia and Oceania,Australia,Vegetables,Online,C,12/15/10,729443109,1/12/11,7281,154.06,90.93,1121710.86,662061.33,459649.53
Sub-Saharan Africa,Cape Verde,Fruits,Offline,H,3/2/13,695557582,4/3/13,9800,9.33,6.92,91434,67816,23618
Sub-Saharan Africa,Malawi,Household,Offline,H,2/17/10,521445310,4/4/10,6110,668.27,502.54,4083129.7,3070519.4,1012610.3
Asia,Philippines,Personal Care,Online,L,2/19/13,232155120,3/30/13,8714,81.73,56.67,712195.22,493822.38,218372.84
Europe,Estonia,Beverages,Online,L,10/28/11,373048341,12/12/11,2149,47.45,31.79,101970.05,68316.71,33653.34
Central America and the Caribbean,Trinidad and Tobago,Office Supplies,Offline,L,10/26/15,659798800,12/2/15,7982,651.21,524.96,5197958.22,4190230.72,1007727.5
Asia,Mongolia,Household,Online,C,2/5/13,428392827,2/5/13,9812,668.27,502.54,6557065.24,4930922.48,1626142.76
Asia,Japan,Personal Care,Offline,M,8/25/11,885129249,9/3/11,8269,81.73,56.67,675825.37,468604.23,207221.14
Sub-Saharan Africa,Niger,Meat,Online,C,12/4/12,156619393,12/5/12,6014,421.89,364.69,2537246.46,2193245.66,344000.8
Middle East and North Africa,Egypt,Baby Food,Offline,M,9/8/15,939787089,9/9/15,2739,255.28,159.42,699211.92,436651.38,262560.54
Central America and the Caribbean,Saint Lucia,Vegetables,Online,C,3/1/12,151868665,4/19/12,168,154.06,90.93,25882.08,15276.24,10605.84
Middle East and North Africa,Qatar,Cereal,Offline,C,8/5/14,180412948,8/24/14,7055,205.7,117.11,1451213.5,826211.05,625002.45
Sub-Saharan Africa,Mali,Fruits,Offline,H,7/24/13,333281266,7/28/13,4188,9.33,6.92,39074.04,28980.96,10093.08
Central America and the Caribbean,Saint Lucia,Cosmetics,Online,L,1/26/12,888647449,2/28/12,9383,437.2,263.33,4102247.6,2470825.39,1631422.21
Sub-Saharan Africa,Swaziland,Clothes,Offline,M,3/10/14,844997823,4/26/14,2488,109.28,35.84,271888.64,89169.92,182718.72
Asia,Mongolia,Fruits,Online,M,9/12/13,171131217,10/8/13,385,9.33,6.92,3592.05,2664.2,927.85
Sub-Saharan Africa,Botswana,Office Supplies,Online,C,1/5/13,256158959,1/18/13,1983,651.21,524.96,1291349.43,1040995.68,250353.75
Europe,San Marino,Cosmetics,Online,H,10/28/11,759504878,12/8/11,3226,437.2,263.33,1410407.2,849502.58,560904.62
Middle East and North Africa,Oman,Fruits,Online,C,11/21/10,960905301,11/25/10,2087,9.33,6.92,19471.71,14442.04,5029.67
Asia,Bangladesh,Office Supplies,Offline,C,10/28/15,210409057,12/4/15,3570,651.21,524.96,2324819.7,1874107.2,450712.5
Sub-Saharan Africa,Namibia,Cosmetics,Offline,C,7/29/10,178377473,9/1/10,4713,437.2,263.33,2060523.6,1241074.29,819449.31
Asia,Mongolia,Fruits,Online,M,3/30/14,805484378,5/1/14,9582,9.33,6.92,89400.06,66307.44,23092.62
Asia,North Korea,Beverages,Online,C,9/14/16,752716100,10/12/16,4276,47.45,31.79,202896.2,135934.04,66962.16
Europe,Latvia,Clothes,Online,M,9/6/12,551371467,9/15/12,1925,109.28,35.84,210364,68992,141372
Sub-Saharan Africa,Burundi,Snacks,Offline,M,2/8/13,353061807,3/5/13,7689,152.58,97.44,1173187.62,749216.16,423971.46
Sub-Saharan Africa,Seychelles ,Personal Care,Online,C,1/17/11,379710948,1/30/11,3762,81.73,56.67,307468.26,213192.54,94275.72
Sub-Saharan Africa,Kenya,Cereal,Online,H,10/11/15,473555219,11/6/15,4368,205.7,117.11,898497.6,511536.48,386961.12
Sub-Saharan Africa,Benin,Office Supplies,Online,C,2/21/11,547143447,2/23/11,760,651.21,524.96,494919.6,398969.6,95950
Central America and the Caribbean,Saint Lucia,Personal Care,Online,C,4/29/12,133336961,6/13/12,6225,81.73,56.67,508769.25,352770.75,155998.5
Middle East and North Africa,Qatar,Meat,Online,H,8/30/16,635309588,10/14/16,1080,421.89,364.69,455641.2,393865.2,61776
Sub-Saharan Africa,Mozambique,Beverages,Online,C,12/20/14,376547658,12/26/14,7675,47.45,31.79,364178.75,243988.25,120190.5
Middle East and North Africa,Pakistan,Clothes,Offline,M,6/28/10,450849997,7/21/10,5388,109.28,35.84,588800.64,193105.92,395694.72
Asia,Taiwan,Personal Care,Online,M,2/6/15,672327935,2/6/15,5631,81.73,56.67,460221.63,319108.77,141112.86
Central America and the Caribbean,Cuba,Cereal,Offline,L,3/30/15,925405299,5/1/15,6847,205.7,117.11,1408427.9,801852.17,606575.73
Central America and the Caribbean,Cuba,Household,Offline,H,7/28/13,714818418,8/24/13,9509,668.27,502.54,6354579.43,4778652.86,1575926.57
Europe,Russia,Beverages,Offline,C,1/6/10,515616118,2/5/10,1122,47.45,31.79,53238.9,35668.38,17570.52
Europe,Switzerland,Cereal,Offline,C,2/20/13,423159730,4/11/13,1222,205.7,117.11,251365.4,143108.42,108256.98
Europe,Czech Republic,Personal Care,Offline,H,8/25/13,603123080,9/29/13,6377,81.73,56.67,521192.21,361384.59,159807.62
Europe,Poland,Meat,Offline,C,11/16/10,841492497,12/31/10,5185,421.89,364.69,2187499.65,1890917.65,296582
Sub-Saharan Africa,Mauritius ,Cereal,Offline,L,8/2/16,994566810,9/1/16,3275,205.7,117.11,673667.5,383535.25,290132.25
Middle East and North Africa,Pakistan,Vegetables,Offline,M,4/25/13,538957345,4/25/13,8310,154.06,90.93,1280238.6,755628.3,524610.3
Sub-Saharan Africa,South Africa,Fruits,Offline,L,3/2/11,821587932,3/11/11,4981,9.33,6.92,46472.73,34468.52,12004.21
Sub-Saharan Africa,Seychelles ,Household,Online,C,9/28/13,109694898,10/16/13,13,668.27,502.54,8687.51,6533.02,2154.49
Sub-Saharan Africa,Benin,Meat,Offline,M,5/5/14,340827071,6/5/14,7159,421.89,364.69,3020310.51,2610815.71,409494.8
Sub-Saharan Africa,Benin,Meat,Offline,L,11/28/14,372845780,12/9/14,2207,421.89,364.69,931111.23,804870.83,126240.4
Central America and the Caribbean,Nicaragua,Fruits,Online,M,8/30/14,933924853,9/13/14,7973,9.33,6.92,74388.09,55173.16,19214.93
Middle East and North Africa,Lebanon,Office Supplies,Online,L,11/20/13,572550618,11/25/13,9306,651.21,524.96,6060160.26,4885277.76,1174882.5
Europe,Moldova ,Meat,Online,M,2/23/10,607521903,4/5/10,8086,421.89,364.69,3411402.54,2948883.34,462519.2
Middle East and North Africa,Tunisia ,Snacks,Online,H,3/20/17,177950036,4/29/17,8225,152.58,97.44,1254970.5,801444,453526.5
Australia and Oceania,Vanuatu,Beverages,Offline,M,11/8/15,293258845,11/14/15,664,47.45,31.79,31506.8,21108.56,10398.24
Sub-Saharan Africa,South Sudan,Beverages,Online,C,8/9/10,683184659,8/23/10,8377,47.45,31.79,397488.65,266304.83,131183.82
Europe,Sweden,Cereal,Online,L,11/12/10,247776305,11/30/10,1370,205.7,117.11,281809,160440.7,121368.3
Europe,Ireland,Meat,Offline,C,12/14/11,207395112,1/26/12,1677,421.89,364.69,707509.53,611585.13,95924.4
Europe,Italy,Vegetables,Offline,L,1/10/14,952714908,2/25/14,8367,154.06,90.93,1289020.02,760811.31,528208.71
Europe,Bosnia and Herzegovina,Vegetables,Online,C,10/3/10,694722020,10/3/10,2539,154.06,90.93,391158.34,230871.27,160287.07
Europe,Bosnia and Herzegovina,Household,Online,H,10/15/15,414715278,11/4/15,2321,668.27,502.54,1551054.67,1166395.34,384659.33
Europe,Poland,Snacks,Offline,M,7/20/13,714306008,8/17/13,7876,152.58,97.44,1201720.08,767437.44,434282.64
Middle East and North Africa,Kuwait,Snacks,Online,H,1/19/16,465418040,2/26/16,6396,152.58,97.44,975901.68,623226.24,352675.44
Sub-Saharan Africa,Sudan,Cereal,Online,M,8/17/13,860287702,9/11/13,7103,205.7,117.11,1461087.1,831832.33,629254.77
Middle East and North Africa,Saudi Arabia,Vegetables,Online,C,8/16/16,461463820,8/20/16,6254,154.06,90.93,963491.24,568676.22,394815.02
Sub-Saharan Africa,Swaziland,Baby Food,Offline,M,9/25/13,151807725,9/29/13,2134,255.28,159.42,544767.52,340202.28,204565.24
Sub-Saharan Africa,Rwanda,Meat,Offline,C,8/21/13,884493243,10/2/13,61,421.89,364.69,25735.29,22246.09,3489.2
Asia,Cambodia,Cosmetics,Offline,M,12/10/10,533006703,1/23/11,7383,437.2,263.33,3227847.6,1944165.39,1283682.21
Sub-Saharan Africa,Central African Republic,Vegetables,Online,C,9/4/12,641146934,10/4/12,8480,154.06,90.93,1306428.8,771086.4,535342.4
Asia,Maldives,Cosmetics,Offline,M,10/15/11,573025262,11/14/11,9764,437.2,263.33,4268820.8,2571154.12,1697666.68
Sub-Saharan Africa,Djibouti,Household,Offline,C,8/26/13,663065516,9/9/13,4676,668.27,502.54,3124830.52,2349877.04,774953.48
Asia,Tajikistan,Beverages,Online,M,2/17/17,866004025,3/4/17,8691,47.45,31.79,412387.95,276286.89,136101.06
Asia,Sri Lanka,Baby Food,Online,H,10/19/10,306889617,10/21/10,4312,255.28,159.42,1100767.36,687419.04,413348.32
Europe,Montenegro,Personal Care,Online,M,7/30/14,431083619,8/10/14,6077,81.73,56.67,496673.21,344383.59,152289.62
Middle East and North Africa,United Arab Emirates,Personal Care,Online,H,5/21/15,954259860,6/4/15,5553,81.73,56.67,453846.69,314688.51,139158.18
Central America and the Caribbean,Dominican Republic,Personal Care,Offline,C,5/5/16,312404668,6/21/16,6338,81.73,56.67,518004.74,359174.46,158830.28
Sub-Saharan Africa,Seychelles ,Office Supplies,Offline,C,4/14/10,611816871,5/16/10,9063,651.21,524.96,5901916.23,4757712.48,1144203.75
